machine_id,machine_type,timestamp,cycle,temperature_C,vibration_mm_s,pressure_psi,current_A,rpm,health_state,RUL,failure
M004,Industrial_Pump,2025-01-11 11:00:00,155,60.7,1.407,100.57,15.13,1499.9,Healthy,141,0
M004,Industrial_Pump,2025-01-11 12:00:00,156,59.58,1.582,96.93,15.33,1486.5,Healthy,140,0
M004,Industrial_Pump,2025-01-11 13:00:00,157,61.11,1.455,96.02,14.95,1488.1,Healthy,139,0
M004,Industrial_Pump,2025-01-11 14:00:00,158,59.8,1.537,98.19,15.66,1472.7,Healthy,138,0
M004,Industrial_Pump,2025-01-11 15:00:00,159,61.96,1.496,95.3,15.47,1492.3,Healthy,137,0
M004,Industrial_Pump,2025-01-11 16:00:00,160,60.38,1.624,96.15,15.33,1467.8,Healthy,136,0
M004,Industrial_Pump,2025-01-11 17:00:00,161,61.74,1.531,95.83,15.42,1437.4,Healthy,135,0
M004,Industrial_Pump,2025-01-11 18:00:00,162,61.83,1.519,93.69,15.0,1477.2,Healthy,134,0
M004,Industrial_Pump,2025-01-11 19:00:00,163,59.74,1.616,97.93,15.72,1444.4,Healthy,133,0
M004,Industrial_Pump,2025-01-11 20:00:00,164,60.53,1.467,95.87,15.41,1466.6,Healthy,132,0
M004,Industrial_Pump,2025-01-11 21:00:00,165,61.27,1.613,98.32,15.52,1513.5,Healthy,131,0
M004,Industrial_Pump,2025-01-11 22:00:00,166,62.19,1.526,96.58,16.11,1498.6,Healthy,130,0
M004,Industrial_Pump,2025-01-11 23:00:00,167,59.64,1.645,97.07,15.24,1453.8,Healthy,129,0
M004,Industrial_Pump,2025-01-12 00:00:00,168,60.78,1.535,99.68,15.96,1474.8,Healthy,128,0
M004,Industrial_Pump,2025-01-12 01:00:00,169,61.44,1.619,97.43,15.34,1475.5,Healthy,127,0
M004,Industrial_Pump,2025-01-12 02:00:00,170,61.44,1.578,96.86,14.53,1464.2,Healthy,126,0
M004,Industrial_Pump,2025-01-12 03:00:00,171,61.67,1.323,99.08,15.99,1484.1,Healthy,125,0
M004,Industrial_Pump,2025-01-12 04:00:00,172,61.65,1.589,97.13,15.03,1498.0,Healthy,124,0
M004,Industrial_Pump,2025-01-12 05:00:00,173,62.46,1.416,95.19,15.52,1474.1,Healthy,123,0
M004,Industrial_Pump,2025-01-12 06:00:00,174,61.2,1.657,93.93,16.21,1477.4,Healthy,122,0
M004,Industrial_Pump,2025-01-12 07:00:00,175,61.56,1.598,98.41,15.6,1487.9,Healthy,121,0
M004,Industrial_Pump,2025-01-12 08:00:00,176,61.34,1.473,94.67,15.09,1481.9,Healthy,120,0
M004,Industrial_Pump,2025-01-12 09:00:00,177,60.27,1.458,100.0,15.92,1479.7,Healthy,119,0
M004,Industrial_Pump,2025-01-12 10:00:00,178,61.72,1.494,97.47,15.76,1477.2,Healthy,118,0
M004,Industrial_Pump,2025-01-12 11:00:00,179,60.37,1.659,98.22,14.68,1473.5,Healthy,117,0
M004,Industrial_Pump,2025-01-12 12:00:00,180,60.27,1.474,98.6,15.59,1462.7,Healthy,116,0
M004,Industrial_Pump,2025-01-12 13:00:00,181,60.67,1.591,96.97,15.32,1488.5,Healthy,115,0
M004,Industrial_Pump,2025-01-12 14:00:00,182,62.67,1.583,99.25,15.35,1483.4,Healthy,114,0
M004,Industrial_Pump,2025-01-12 15:00:00,183,61.02,1.548,97.96,15.21,1493.2,Healthy,113,0
M004,Industrial_Pump,2025-01-12 16:00:00,184,59.42,1.403,100.51,15.38,1494.5,Healthy,112,0
M004,Industrial_Pump,2025-01-12 17:00:00,185,62.75,1.305,98.99,15.84,1508.1,Healthy,111,0
M004,Industrial_Pump,2025-01-12 18:00:00,186,59.87,1.682,96.19,16.0,1483.0,Healthy,110,0
M004,Industrial_Pump,2025-01-12 19:00:00,187,61.82,1.541,94.54,14.33,1486.7,Healthy,109,0
M004,Industrial_Pump,2025-01-12 20:00:00,188,60.79,1.576,96.93,16.39,1487.0,Healthy,108,0
M004,Industrial_Pump,2025-01-12 21:00:00,189,61.38,1.387,96.79,15.39,1470.1,Warning,107,0
M004,Industrial_Pump,2025-01-12 22:00:00,190,61.47,1.853,98.7,16.22,1468.0,Warning,106,0
M004,Industrial_Pump,2025-01-12 23:00:00,191,62.85,1.835,95.97,15.87,1489.4,Warning,105,0
M004,Industrial_Pump,2025-01-13 00:00:00,192,61.14,1.649,97.65,15.59,1499.3,Warning,104,0
M004,Industrial_Pump,2025-01-13 01:00:00,193,60.43,1.631,97.65,16.71,1501.0,Warning,103,0
M004,Industrial_Pump,2025-01-13 02:00:00,194,62.06,1.696,96.23,15.74,1442.0,Warning,102,0
M004,Industrial_Pump,2025-01-13 03:00:00,195,64.04,1.787,95.25,16.15,1463.7,Warning,101,0
M004,Industrial_Pump,2025-01-13 04:00:00,196,63.68,1.71,97.48,15.79,1478.5,Warning,100,0
M004,Industrial_Pump,2025-01-13 05:00:00,197,63.78,1.754,97.42,15.17,1504.3,Warning,99,0
M004,Industrial_Pump,2025-01-13 06:00:00,198,64.04,1.778,97.98,16.48,1473.7,Warning,98,0
M004,Industrial_Pump,2025-01-13 07:00:00,199,63.09,1.864,95.8,15.28,1487.2,Warning,97,0
M004,Industrial_Pump,2025-01-13 08:00:00,200,63.69,1.775,97.86,15.86,1528.1,Warning,96,0
M004,Industrial_Pump,2025-01-13 09:00:00,201,63.15,2.104,94.07,16.03,1462.4,Warning,95,0
M004,Industrial_Pump,2025-01-13 10:00:00,202,61.55,1.904,95.58,16.42,1448.0,Warning,94,0
M004,Industrial_Pump,2025-01-13 11:00:00,203,63.47,2.051,94.82,16.41,1470.2,Warning,93,0
M004,Industrial_Pump,2025-01-13 12:00:00,204,62.91,2.236,95.61,16.37,1448.8,Warning,92,0
M004,Industrial_Pump,2025-01-13 13:00:00,205,64.39,2.094,95.51,16.19,1457.1,Warning,91,0
M004,Industrial_Pump,2025-01-13 14:00:00,206,65.91,2.006,93.28,16.45,1462.6,Warning,90,0
M004,Industrial_Pump,2025-01-13 15:00:00,207,64.84,2.114,96.36,17.25,1476.2,Warning,89,0
M004,Industrial_Pump,2025-01-13 16:00:00,208,62.89,1.983,94.73,16.55,1472.0,Warning,88,0
M004,Industrial_Pump,2025-01-13 17:00:00,209,64.72,2.048,94.18,15.96,1446.6,Warning,87,0
M004,Industrial_Pump,2025-01-13 18:00:00,210,66.57,2.142,95.64,16.63,1455.4,Warning,86,0
M004,Industrial_Pump,2025-01-13 19:00:00,211,66.33,2.108,95.14,16.1,1467.8,Warning,85,0
M004,Industrial_Pump,2025-01-13 20:00:00,212,65.87,2.219,94.04,16.84,1494.1,Warning,84,0
M004,Industrial_Pump,2025-01-13 21:00:00,213,65.18,2.731,92.14,15.7,1445.1,Warning,83,0
M004,Industrial_Pump,2025-01-13 22:00:00,214,65.59,2.568,92.15,17.32,1448.5,Warning,82,0
M004,Industrial_Pump,2025-01-13 23:00:00,215,67.21,2.519,98.2,16.57,1470.8,Warning,81,0
M004,Industrial_Pump,2025-01-14 00:00:00,216,66.82,2.233,94.62,16.03,1440.6,Warning,80,0
M004,Industrial_Pump,2025-01-14 01:00:00,217,65.11,2.551,91.75,16.3,1465.3,Warning,79,0
M004,Industrial_Pump,2025-01-14 02:00:00,218,67.51,2.218,95.68,16.27,1483.8,Warning,78,0
M004,Industrial_Pump,2025-01-14 03:00:00,219,66.3,2.436,94.58,16.84,1432.0,Warning,77,0
M004,Industrial_Pump,2025-01-14 04:00:00,220,64.97,2.911,92.03,15.99,1447.9,Warning,76,0
M004,Industrial_Pump,2025-01-14 05:00:00,221,67.96,2.789,92.36,16.5,1427.7,Warning,75,0
M004,Industrial_Pump,2025-01-14 06:00:00,222,65.7,2.445,94.2,18.05,1427.2,Warning,74,0
M004,Industrial_Pump,2025-01-14 07:00:00,223,65.65,2.879,94.02,16.93,1406.3,Warning,73,0
M004,Industrial_Pump,2025-01-14 08:00:00,224,68.7,2.346,91.11,16.55,1407.8,Warning,72,0
M004,Industrial_Pump,2025-01-14 09:00:00,225,66.4,3.258,93.89,17.87,1441.8,Warning,71,0
M004,Industrial_Pump,2025-01-14 10:00:00,226,68.7,2.643,88.38,17.92,1439.6,Warning,70,0
M004,Industrial_Pump,2025-01-14 11:00:00,227,68.97,2.707,93.1,17.03,1447.3,Warning,69,0
M004,Industrial_Pump,2025-01-14 12:00:00,228,68.13,2.969,91.47,18.72,1455.1,Warning,68,0
M004,Industrial_Pump,2025-01-14 13:00:00,229,67.68,2.73,93.23,16.94,1412.9,Warning,67,0
M004,Industrial_Pump,2025-01-14 14:00:00,230,68.05,2.778,88.58,17.62,1465.3,Warning,66,0
M004,Industrial_Pump,2025-01-14 15:00:00,231,68.65,2.849,92.16,18.53,1430.3,Warning,65,0
M004,Industrial_Pump,2025-01-14 16:00:00,232,70.46,2.994,95.84,18.48,1433.2,Warning,64,0
M004,Industrial_Pump,2025-01-14 17:00:00,233,70.36,3.093,91.28,16.33,1462.2,Warning,63,0
M004,Industrial_Pump,2025-01-14 18:00:00,234,71.96,3.242,95.53,18.41,1445.4,Warning,62,0
M004,Industrial_Pump,2025-01-14 19:00:00,235,69.69,2.997,90.92,17.6,1399.4,Warning,61,0
M004,Industrial_Pump,2025-01-14 20:00:00,236,70.81,3.821,90.42,17.6,1426.1,Warning,60,0
M004,Industrial_Pump,2025-01-14 21:00:00,237,68.33,3.228,92.92,18.26,1437.9,Warning,59,0
M004,Industrial_Pump,2025-01-14 22:00:00,238,69.95,3.87,89.76,18.14,1439.2,Warning,58,0
M004,Industrial_Pump,2025-01-14 23:00:00,239,70.5,3.261,87.35,17.77,1447.6,Warning,57,0
M004,Industrial_Pump,2025-01-15 00:00:00,240,69.59,3.287,89.72,18.11,1437.8,Warning,56,0
M004,Industrial_Pump,2025-01-15 01:00:00,241,74.24,2.978,90.03,18.81,1462.7,Warning,55,0
M004,Industrial_Pump,2025-01-15 02:00:00,242,74.02,3.413,91.1,19.67,1429.9,Warning,54,0
M004,Industrial_Pump,2025-01-15 03:00:00,243,73.55,3.78,90.58,18.59,1449.5,Warning,53,0
M004,Industrial_Pump,2025-01-15 04:00:00,244,68.54,4.071,86.05,19.54,1414.6,Warning,52,0
M004,Industrial_Pump,2025-01-15 05:00:00,245,68.75,3.359,94.26,18.68,1408.9,Warning,51,0
M004,Industrial_Pump,2025-01-15 06:00:00,246,69.91,3.651,89.55,19.12,1388.7,Warning,50,0
M004,Industrial_Pump,2025-01-15 07:00:00,247,70.75,3.177,88.72,18.88,1420.5,Warning,49,0
M004,Industrial_Pump,2025-01-15 08:00:00,248,72.93,3.237,91.34,19.04,1413.2,Warning,48,0
M004,Industrial_Pump,2025-01-15 09:00:00,249,73.75,3.232,91.02,17.84,1401.8,Warning,47,0
M004,Industrial_Pump,2025-01-15 10:00:00,250,73.28,3.576,87.43,18.52,1404.7,Warning,46,0
M004,Industrial_Pump,2025-01-15 11:00:00,251,76.15,3.569,91.64,19.17,1406.5,Warning,45,0
M004,Industrial_Pump,2025-01-15 12:00:00,252,75.01,3.316,90.83,19.6,1406.3,Warning,44,0
M004,Industrial_Pump,2025-01-15 13:00:00,253,73.61,4.068,90.16,17.6,1445.0,Warning,43,0
M004,Industrial_Pump,2025-01-15 14:00:00,254,72.26,3.361,88.73,19.02,1437.3,Warning,42,0
M004,Industrial_Pump,2025-01-15 15:00:00,255,74.55,3.852,86.66,19.3,1422.4,Warning,41,0
M004,Industrial_Pump,2025-01-15 16:00:00,256,70.15,4.489,86.19,19.87,1402.4,Warning,40,0
M004,Industrial_Pump,2025-01-15 17:00:00,257,73.3,4.374,87.79,18.99,1453.7,Warning,39,0
M004,Industrial_Pump,2025-01-15 18:00:00,258,74.53,3.446,88.51,18.46,1422.3,Warning,38,0
M004,Industrial_Pump,2025-01-15 19:00:00,259,71.5,3.803,94.16,20.41,1405.5,Warning,37,0
M004,Industrial_Pump,2025-01-15 20:00:00,260,71.52,4.282,90.3,19.63,1389.6,Warning,36,0
M004,Industrial_Pump,2025-01-15 21:00:00,261,73.85,4.455,90.0,19.68,1417.0,Warning,35,0
M004,Industrial_Pump,2025-01-15 22:00:00,262,74.83,4.009,89.29,20.48,1402.8,Warning,34,0
M004,Industrial_Pump,2025-01-15 23:00:00,263,74.56,4.5,88.98,18.76,1434.9,Warning,33,0
M004,Industrial_Pump,2025-01-16 00:00:00,264,73.93,3.66,86.43,19.15,1434.7,Warning,32,0
M004,Industrial_Pump,2025-01-16 01:00:00,265,75.74,4.223,89.58,19.67,1398.5,Warning,31,0
M004,Industrial_Pump,2025-01-16 02:00:00,266,75.95,4.721,85.1,18.29,1383.7,Warning,30,0
M004,Industrial_Pump,2025-01-16 03:00:00,267,77.01,4.017,89.25,19.15,1393.2,Warning,29,0
M004,Industrial_Pump,2025-01-16 04:00:00,268,74.26,3.936,83.84,19.34,1377.9,Warning,28,0
M004,Industrial_Pump,2025-01-16 05:00:00,269,79.03,4.232,87.0,19.9,1377.9,Warning,27,0
M004,Industrial_Pump,2025-01-16 06:00:00,270,80.16,4.899,89.09,19.15,1400.1,Critical,26,0
M004,Industrial_Pump,2025-01-16 07:00:00,271,77.19,4.152,81.06,20.87,1407.0,Critical,25,0
M004,Industrial_Pump,2025-01-16 08:00:00,272,79.23,4.373,86.26,21.64,1386.1,Critical,24,0
M004,Industrial_Pump,2025-01-16 09:00:00,273,81.33,5.149,86.14,19.96,1436.0,Critical,23,0
M004,Industrial_Pump,2025-01-16 10:00:00,274,75.91,4.874,83.88,19.34,1391.8,Critical,22,0
M004,Industrial_Pump,2025-01-16 11:00:00,275,79.82,5.068,88.85,21.03,1371.6,Critical,21,0
M004,Industrial_Pump,2025-01-16 12:00:00,276,77.51,4.774,83.51,18.42,1388.2,Critical,20,0
M004,Industrial_Pump,2025-01-16 13:00:00,277,75.7,4.984,83.8,20.71,1379.1,Critical,19,0
M004,Industrial_Pump,2025-01-16 14:00:00,278,73.38,4.229,84.16,20.47,1404.8,Critical,18,0
M004,Industrial_Pump,2025-01-16 15:00:00,279,82.97,4.21,90.69,20.28,1347.7,Critical,17,0
M004,Industrial_Pump,2025-01-16 16:00:00,280,80.47,5.112,81.61,19.98,1357.4,Critical,16,0
M004,Industrial_Pump,2025-01-16 17:00:00,281,77.75,5.273,87.21,19.12,1383.5,Critical,15,0
M004,Industrial_Pump,2025-01-16 18:00:00,282,75.58,4.09,83.96,20.6,1378.6,Critical,14,0
M004,Industrial_Pump,2025-01-16 19:00:00,283,75.32,5.104,87.04,20.45,1400.1,Critical,13,0
M004,Industrial_Pump,2025-01-16 20:00:00,284,76.94,4.843,87.9,21.37,1378.4,Critical,12,0
M004,Industrial_Pump,2025-01-16 21:00:00,285,79.59,5.886,86.48,18.87,1391.6,Critical,11,0
M004,Industrial_Pump,2025-01-16 22:00:00,286,78.21,4.685,85.5,19.33,1414.0,Critical,10,0
M004,Industrial_Pump,2025-01-16 23:00:00,287,80.56,4.656,77.91,21.81,1362.9,Critical,9,0
M004,Industrial_Pump,2025-01-17 00:00:00,288,77.68,4.721,85.27,19.27,1323.4,Critical,8,0
M004,Industrial_Pump,2025-01-17 01:00:00,289,77.15,4.699,86.25,19.56,1359.7,Critical,7,0
M004,Industrial_Pump,2025-01-17 02:00:00,290,78.42,5.05,86.56,21.31,1407.4,Critical,6,0
M004,Industrial_Pump,2025-01-17 03:00:00,291,84.74,4.778,87.87,21.22,1385.1,Critical,5,0
M004,Industrial_Pump,2025-01-17 04:00:00,292,78.01,5.623,83.83,20.37,1428.5,Critical,4,0
M004,Industrial_Pump,2025-01-17 05:00:00,293,81.11,4.691,84.59,20.07,1364.4,Critical,3,0
M004,Industrial_Pump,2025-01-17 06:00:00,294,77.2,4.657,84.83,21.17,1394.1,Critical,2,0
M004,Industrial_Pump,2025-01-17 07:00:00,295,83.78,5.54,83.53,20.5,1329.2,Critical,1,0
M004,Industrial_Pump,2025-01-17 08:00:00,296,82.9,6.18,86.65,21.4,1369.5,Critical,0,1
M005,Robotic_Arm,2025-01-08 01:00:00,1,61.92,1.921,97.04,15.42,1452.8,Healthy,172,0
M005,Robotic_Arm,2025-01-08 02:00:00,2,63.68,2.206,96.17,16.21,1412.8,Healthy,171,0
M005,Robotic_Arm,2025-01-08 03:00:00,3,62.93,2.148,96.23,15.76,1427.9,Healthy,170,0
M005,Robotic_Arm,2025-01-08 04:00:00,4,62.8,2.258,97.74,15.95,1447.6,Healthy,169,0
M005,Robotic_Arm,2025-01-08 05:00:00,5,63.42,2.388,94.74,16.32,1428.4,Healthy,168,0
M005,Robotic_Arm,2025-01-08 06:00:00,6,59.95,2.137,96.12,16.25,1409.9,Healthy,167,0
M005,Robotic_Arm,2025-01-08 07:00:00,7,63.16,2.296,95.19,16.34,1438.2,Healthy,166,0
M005,Robotic_Arm,2025-01-08 08:00:00,8,62.91,2.195,96.81,16.23,1408.6,Healthy,165,0
M005,Robotic_Arm,2025-01-08 09:00:00,9,63.16,2.131,93.8,15.78,1430.0,Healthy,164,0
M005,Robotic_Arm,2025-01-08 10:00:00,10,63.32,2.205,94.7,15.84,1445.0,Healthy,163,0
M005,Robotic_Arm,2025-01-08 11:00:00,11,60.09,2.215,97.56,16.25,1448.3,Healthy,162,0
M005,Robotic_Arm,2025-01-08 12:00:00,12,60.91,2.122,96.02,16.66,1412.2,Healthy,161,0
M005,Robotic_Arm,2025-01-08 13:00:00,13,62.56,2.286,93.07,16.25,1389.2,Healthy,160,0
M005,Robotic_Arm,2025-01-08 14:00:00,14,63.44,2.147,94.57,16.3,1436.0,Healthy,159,0
M005,Robotic_Arm,2025-01-08 15:00:00,15,62.93,2.343,92.69,16.13,1417.5,Healthy,158,0
M005,Robotic_Arm,2025-01-08 16:00:00,16,63.86,2.315,96.33,16.7,1446.2,Healthy,157,0
M005,Robotic_Arm,2025-01-08 17:00:00,17,62.79,2.246,96.15,16.1,1439.9,Healthy,156,0
M005,Robotic_Arm,2025-01-08 18:00:00,18,60.71,2.434,95.34,15.39,1415.6,Healthy,155,0
M005,Robotic_Arm,2025-01-08 19:00:00,19,60.81,2.137,95.03,16.65,1435.5,Healthy,154,0
M005,Robotic_Arm,2025-01-08 20:00:00,20,63.18,2.133,94.01,15.75,1418.7,Healthy,153,0
M005,Robotic_Arm,2025-01-08 21:00:00,21,62.59,2.218,94.74,15.78,1431.4,Healthy,152,0
M005,Robotic_Arm,2025-01-08 22:00:00,22,62.63,2.087,95.3,16.0,1405.6,Healthy,151,0
M005,Robotic_Arm,2025-01-08 23:00:00,23,62.35,2.306,93.54,15.55,1424.5,Healthy,150,0
M005,Robotic_Arm,2025-01-09 00:00:00,24,63.57,2.427,96.23,16.48,1434.5,Healthy,149,0
M005,Robotic_Arm,2025-01-09 01:00:00,25,62.26,2.311,95.12,16.19,1415.1,Healthy,148,0
M005,Robotic_Arm,2025-01-09 02:00:00,26,63.41,2.234,95.59,16.01,1425.2,Healthy,147,0
M005,Robotic_Arm,2025-01-09 03:00:00,27,63.43,2.205,92.86,15.29,1432.1,Healthy,146,0
M005,Robotic_Arm,2025-01-09 04:00:00,28,62.5,2.073,95.41,16.01,1421.8,Healthy,145,0
M005,Robotic_Arm,2025-01-09 05:00:00,29,63.19,2.378,97.17,16.1,1428.1,Healthy,144,0
M005,Robotic_Arm,2025-01-09 06:00:00,30,63.1,2.277,94.84,16.11,1405.7,Healthy,143,0
M005,Robotic_Arm,2025-01-09 07:00:00,31,63.02,2.294,94.51,16.01,1412.7,Healthy,142,0
M005,Robotic_Arm,2025-01-09 08:00:00,32,61.69,2.267,94.15,15.33,1412.7,Healthy,141,0
M005,Robotic_Arm,2025-01-09 09:00:00,33,61.98,2.324,95.51,15.7,1420.5,Healthy,140,0
M005,Robotic_Arm,2025-01-09 10:00:00,34,64.26,2.34,93.57,16.51,1428.1,Healthy,139,0
M005,Robotic_Arm,2025-01-09 11:00:00,35,63.74,2.23,97.02,15.58,1425.5,Healthy,138,0
M005,Robotic_Arm,2025-01-09 12:00:00,36,64.16,2.007,95.18,15.89,1439.6,Healthy,137,0
M005,Robotic_Arm,2025-01-09 13:00:00,37,64.01,2.319,95.61,16.06,1424.2,Healthy,136,0
M005,Robotic_Arm,2025-01-09 14:00:00,38,63.15,2.392,94.0,15.88,1428.2,Healthy,135,0
M005,Robotic_Arm,2025-01-09 15:00:00,39,63.94,2.268,96.72,16.46,1438.2,Healthy,134,0
M005,Robotic_Arm,2025-01-09 16:00:00,40,61.88,2.412,97.36,16.07,1408.6,Healthy,133,0
M005,Robotic_Arm,2025-01-09 17:00:00,41,61.38,2.272,94.19,15.36,1405.6,Healthy,132,0
M005,Robotic_Arm,2025-01-09 18:00:00,42,62.47,2.266,97.35,16.24,1423.6,Healthy,131,0
M005,Robotic_Arm,2025-01-09 19:00:00,43,63.32,2.275,96.35,16.03,1444.9,Healthy,130,0
M005,Robotic_Arm,2025-01-09 20:00:00,44,63.77,2.254,95.07,16.41,1418.6,Healthy,129,0
M005,Robotic_Arm,2025-01-09 21:00:00,45,61.44,2.095,94.05,16.31,1423.0,Healthy,128,0
M005,Robotic_Arm,2025-01-09 22:00:00,46,63.15,2.197,94.51,15.63,1428.0,Healthy,127,0
M005,Robotic_Arm,2025-01-09 23:00:00,47,62.77,2.287,95.68,15.97,1406.7,Healthy,126,0
M005,Robotic_Arm,2025-01-10 00:00:00,48,64.01,2.238,95.36,16.68,1443.0,Healthy,125,0
M005,Robotic_Arm,2025-01-10 01:00:00,49,63.39,2.246,95.23,16.14,1435.4,Healthy,124,0
M005,Robotic_Arm,2025-01-10 02:00:00,50,64.65,2.493,95.68,15.18,1415.1,Healthy,123,0
M005,Robotic_Arm,2025-01-10 03:00:00,51,64.75,2.318,95.88,15.98,1411.5,Healthy,122,0
M005,Robotic_Arm,2025-01-10 04:00:00,52,64.62,2.164,96.34,15.52,1426.1,Healthy,121,0
M005,Robotic_Arm,2025-01-10 05:00:00,53,63.94,2.221,94.69,16.05,1409.3,Healthy,120,0
M005,Robotic_Arm,2025-01-10 06:00:00,54,61.42,2.318,94.61,16.33,1446.1,Healthy,119,0
M005,Robotic_Arm,2025-01-10 07:00:00,55,64.14,2.084,94.2,16.26,1437.6,Healthy,118,0
M005,Robotic_Arm,2025-01-10 08:00:00,56,65.19,2.155,97.0,16.19,1404.7,Healthy,117,0
M005,Robotic_Arm,2025-01-10 09:00:00,57,62.4,2.272,92.69,15.21,1402.9,Healthy,116,0
M005,Robotic_Arm,2025-01-10 10:00:00,58,63.2,2.198,94.32,15.81,1408.0,Healthy,115,0
M005,Robotic_Arm,2025-01-10 11:00:00,59,62.49,2.064,97.03,16.72,1394.4,Healthy,114,0
M005,Robotic_Arm,2025-01-10 12:00:00,60,62.47,2.206,94.98,16.44,1422.3,Healthy,113,0
M005,Robotic_Arm,2025-01-10 13:00:00,61,62.85,2.544,95.08,16.75,1436.9,Healthy,112,0
M005,Robotic_Arm,2025-01-10 14:00:00,62,62.39,2.174,95.23,15.59,1416.4,Healthy,111,0
M005,Robotic_Arm,2025-01-10 15:00:00,63,62.52,2.275,97.98,15.85,1436.3,Healthy,110,0
M005,Robotic_Arm,2025-01-10 16:00:00,64,61.32,2.352,92.66,16.36,1428.1,Healthy,109,0
M005,Robotic_Arm,2025-01-10 17:00:00,65,62.82,2.216,93.29,15.54,1441.9,Healthy,108,0
M005,Robotic_Arm,2025-01-10 18:00:00,66,62.95,2.215,95.91,16.08,1417.4,Healthy,107,0
M005,Robotic_Arm,2025-01-10 19:00:00,67,65.4,2.32,95.44,15.84,1443.6,Healthy,106,0
M005,Robotic_Arm,2025-01-10 20:00:00,68,62.16,2.159,97.79,16.06,1417.9,Healthy,105,0
M005,Robotic_Arm,2025-01-10 21:00:00,69,62.95,2.331,96.18,16.43,1410.6,Healthy,104,0
M005,Robotic_Arm,2025-01-10 22:00:00,70,63.89,2.228,95.38,16.53,1439.9,Healthy,103,0
M005,Robotic_Arm,2025-01-10 23:00:00,71,63.29,2.048,95.18,15.73,1440.0,Healthy,102,0
M005,Robotic_Arm,2025-01-11 00:00:00,72,63.93,2.216,94.24,16.67,1420.3,Healthy,101,0
M005,Robotic_Arm,2025-01-11 01:00:00,73,61.75,2.163,94.41,15.7,1442.0,Healthy,100,0
M005,Robotic_Arm,2025-01-11 02:00:00,74,60.75,2.158,95.17,16.13,1454.7,Healthy,99,0
M005,Robotic_Arm,2025-01-11 03:00:00,75,64.49,2.086,92.38,16.05,1419.2,Healthy,98,0
M005,Robotic_Arm,2025-01-11 04:00:00,76,61.75,2.248,95.59,15.71,1420.0,Healthy,97,0
M005,Robotic_Arm,2025-01-11 05:00:00,77,62.18,2.205,96.06,15.61,1419.7,Healthy,96,0
M005,Robotic_Arm,2025-01-11 06:00:00,78,62.54,2.245,95.66,16.86,1437.9,Healthy,95,0
M005,Robotic_Arm,2025-01-11 07:00:00,79,63.54,2.219,93.78,15.83,1418.7,Healthy,94,0
M005,Robotic_Arm,2025-01-11 08:00:00,80,63.34,2.081,96.13,16.0,1440.3,Healthy,93,0
M005,Robotic_Arm,2025-01-11 09:00:00,81,62.22,2.156,94.64,15.87,1441.4,Healthy,92,0
M005,Robotic_Arm,2025-01-11 10:00:00,82,63.74,2.437,94.5,14.7,1423.2,Healthy,91,0
M005,Robotic_Arm,2025-01-11 11:00:00,83,63.17,2.318,95.7,15.85,1455.0,Healthy,90,0
M005,Robotic_Arm,2025-01-11 12:00:00,84,61.91,2.219,93.63,16.05,1453.2,Healthy,89,0
M005,Robotic_Arm,2025-01-11 13:00:00,85,62.8,2.233,92.7,15.93,1446.6,Healthy,88,0
M005,Robotic_Arm,2025-01-11 14:00:00,86,62.69,2.214,96.9,15.92,1448.7,Healthy,87,0
M005,Robotic_Arm,2025-01-11 15:00:00,87,61.66,2.314,97.71,16.45,1401.3,Healthy,86,0
M005,Robotic_Arm,2025-01-11 16:00:00,88,62.3,2.222,96.76,15.51,1414.1,Healthy,85,0
M005,Robotic_Arm,2025-01-11 17:00:00,89,61.34,2.164,93.37,16.68,1419.6,Healthy,84,0
M005,Robotic_Arm,2025-01-11 18:00:00,90,63.63,2.248,95.25,15.81,1440.9,Healthy,83,0
M005,Robotic_Arm,2025-01-11 19:00:00,91,63.1,2.256,94.36,15.87,1438.2,Healthy,82,0
M005,Robotic_Arm,2025-01-11 20:00:00,92,63.17,2.258,94.11,16.82,1422.1,Healthy,81,0
M005,Robotic_Arm,2025-01-11 21:00:00,93,62.91,2.227,98.18,15.93,1423.6,Healthy,80,0
M005,Robotic_Arm,2025-01-11 22:00:00,94,63.06,2.177,95.41,16.99,1433.8,Healthy,79,0
M005,Robotic_Arm,2025-01-11 23:00:00,95,63.21,2.174,97.81,16.82,1442.1,Healthy,78,0
M005,Robotic_Arm,2025-01-12 00:00:00,96,63.6,2.223,95.83,15.71,1412.4,Healthy,77,0
M005,Robotic_Arm,2025-01-12 01:00:00,97,61.46,2.287,93.18,15.84,1428.4,Healthy,76,0
M005,Robotic_Arm,2025-01-12 02:00:00,98,63.94,2.188,96.92,16.42,1413.3,Healthy,75,0
M005,Robotic_Arm,2025-01-12 03:00:00,99,64.07,2.218,94.5,15.93,1429.3,Healthy,74,0
M005,Robotic_Arm,2025-01-12 04:00:00,100,62.53,2.162,94.12,16.1,1426.9,Healthy,73,0
M005,Robotic_Arm,2025-01-12 05:00:00,101,63.47,2.251,95.36,16.28,1450.6,Healthy,72,0
M005,Robotic_Arm,2025-01-12 06:00:00,102,64.4,2.38,96.55,16.88,1435.9,Healthy,71,0
M005,Robotic_Arm,2025-01-12 07:00:00,103,63.27,2.47,91.16,15.96,1448.1,Healthy,70,0
M005,Robotic_Arm,2025-01-12 08:00:00,104,63.92,2.503,95.41,15.87,1424.4,Healthy,69,0
